name,url,dbname,code,lang
Telugu వికీపీడియా,https://te.wikipedia.org,tewiki,wiki,te
Telugu విక్షనరీ,https://te.wiktionary.org,tewiktionary,wiktionary,te
Telugu Wikibooks,https://te.wikibooks.org,tewikibooks,wikibooks,te
Telugu వికీవ్యాఖ్య,https://te.wikiquote.org,tewikiquote,wikiquote,te
Telugu వికీసోర్స్,https://te.wikisource.org,tewikisource,wikisource,te
Tetum Wikipedia,https://tet.wikipedia.org,tetwiki,wiki,tet
Tajik Википедиа,https://tg.wikipedia.org,tgwiki,wiki,tg
Tajik Wiktionary,https://tg.wiktionary.org,tgwiktionary,wiktionary,tg
Tajik Wikibooks,https://tg.wikibooks.org,tgwikibooks,wikibooks,tg
Thai วิกิพีเดีย,https://th.wikipedia.org,thwiki,wiki,th
Thai Wiktionary,https://th.wiktionary.org,thwiktionary,wiktionary,th
Thai วิกิตำรา,https://th.wikibooks.org,thwikibooks,wikibooks,th
Thai Wikinews,https://th.wikinews.org,thwikinews,wikinews,th
Thai วิกิคำคม,https://th.wikiquote.org,thwikiquote,wikiquote,th
Thai วิกิซอร์ซ,https://th.wikisource.org,thwikisource,wikisource,th
Tigrinya Wikipedia,https://ti.wikipedia.org,tiwiki,wiki,ti
Tigrinya Wiktionary,https://ti.wiktionary.org,tiwiktionary,wiktionary,ti
Turkmen Wikipediýa,https://tk.wikipedia.org,tkwiki,wiki,tk
Turkmen Wikisözlük,https://tk.wiktionary.org,tkwiktionary,wiktionary,tk
Turkmen Wikibooks,https://tk.wikibooks.org,tkwikibooks,wikibooks,tk
Turkmen Wikiquote,https://tk.wikiquote.org,tkwikiquote,wikiquote,tk
Tagalog Wikipedia,https://tl.wikipedia.org,tlwiki,wiki,tl
Tagalog Wiktionary,https://tl.wiktionary.org,tlwiktionary,wiktionary,tl
Tagalog Wikibooks,https://tl.wikibooks.org,tlwikibooks,wikibooks,tl
Tswana Wikipedia,https://tn.wikipedia.org,tnwiki,wiki,tn
Tswana Wiktionary,https://tn.wiktionary.org,tnwiktionary,wiktionary,tn
Tongan Wikipedia,https://to.wikipedia.org,towiki,wiki,to
Tongan Wiktionary,https://to.wiktionary.org,towiktionary,wiktionary,to
Tok Pisin Wikipedia,https://tpi.wikipedia.org,tpiwiki,wiki,tpi
Tok Pisin Wiktionary,https://tpi.wiktionary.org,tpiwiktionary,wiktionary,tpi
Turkish Vikipedi,https://tr.wikipedia.org,trwiki,wiki,tr
Turkish Vikisözlük,https://tr.wiktionary.org,trwiktionary,wiktionary,tr
Turkish Vikikitap,https://tr.wikibooks.org,trwikibooks,wikibooks,tr
Turkish Vikihaber,https://tr.wikinews.org,trwikinews,wikinews,tr
Turkish Vikisöz,https://tr.wikiquote.org,trwikiquote,wikiquote,tr
Turkish Vikikaynak,https://tr.wikisource.org,trwikisource,wikisource,tr
Tsonga Wikipedia,https://ts.wikipedia.org,tswiki,wiki,ts
Tsonga Wiktionary,https://ts.wiktionary.org,tswiktionary,wiktionary,ts
Tatar Wikipedia,https://tt.wikipedia.org,ttwiki,wiki,tt
Tatar Wiktionary,https://tt.wiktionary.org,ttwiktionary,wiktionary,tt
Tatar Wikibooks,https://tt.wikibooks.org,ttwikibooks,wikibooks,tt
Tatar Wikiquote,https://tt.wikiquote.org,ttwikiquote,wikiquote,tt
Tumbuka Wikipedia,https://tum.wikipedia.org,tumwiki,wiki,tum
Twi Wikipedia,https://tw.wikipedia.org,twwiki,wiki,tw
Twi Wiktionary,https://tw.wiktionary.org,twwiktionary,wiktionary,tw
Tahitian Wikipedia,https://ty.wikipedia.org,tywiki,wiki,ty
Tuvinian Википедия,https://tyv.wikipedia.org,tyvwiki,wiki,tyv
Udmurt Википедия,https://udm.wikipedia.org,udmwiki,wiki,udm
Uyghur Wikipedia,https://ug.wikipedia.org,ugwiki,wiki,ug
Uyghur Wiktionary,https://ug.wiktionary.org,ugwiktionary,wiktionary,ug
Uyghur Wikibooks,https://ug.wikibooks.org,ugwikibooks,wikibooks,ug
Uyghur Wikiquote,https://ug.wikiquote.org,ugwikiquote,wikiquote,ug
Ukrainian Вікіпедія,https://uk.wikipedia.org,ukwiki,wiki,uk
Ukrainian Вікісловник,https://uk.wiktionary.org,ukwiktionary,wiktionary,uk
Ukrainian Вікіпідручник,https://uk.wikibooks.org,ukwikibooks,wikibooks,uk
Ukrainian Вікіновини,https://uk.wikinews.org,ukwikinews,wikinews,uk
Ukrainian Вікіцитати,https://uk.wikiquote.org,ukwikiquote,wikiquote,uk
Ukrainian Вікіджерела,https://uk.wikisource.org,ukwikisource,wikisource,uk
Ukrainian Вікімандри,https://uk.wikivoyage.org,ukwikivoyage,wikivoyage,uk
Urdu ویکیپیڈیا,https://ur.wikipedia.org,urwiki,wiki,ur
Urdu ویکی لغت,https://ur.wiktionary.org,urwiktionary,wiktionary,ur
Urdu ویکی کتب,https://ur.wikibooks.org,urwikibooks,wikibooks,ur
Urdu ویکی اقتباس,https://ur.wikiquote.org,urwikiquote,wikiquote,ur
Uzbek Vikipediya,https://uz.wikipedia.org,uzwiki,wiki,uz
Uzbek Vikilug‘at,https://uz.wiktionary.org,uzwiktionary,wiktionary,uz
Uzbek Vikikitob,https://uz.wikibooks.org,uzwikibooks,wikibooks,uz
Uzbek Vikiiqtibos,https://uz.wikiquote.org,uzwikiquote,wikiquote,uz
Venda Wikipedia,https://ve.wikipedia.org,vewiki,wiki,ve
Venetian Wikipedia,https://vec.wikipedia.org,vecwiki,wiki,vec
Venetian Wikisionario,https://vec.wiktionary.org,vecwiktionary,wiktionary,vec
Venetian Wikisource,https://vec.wikisource.org,vecwikisource,wikisource,vec
Veps Vikipedii,https://vep.wikipedia.org,vepwiki,wiki,vep
Vietnamese Wikipedia,https://vi.wikipedia.org,viwiki,wiki,vi
Vietnamese Wiktionary,https://vi.wiktionary.org,viwiktionary,wiktionary,vi
Vietnamese Wikibooks,https://vi.wikibooks.org,viwikibooks,wikibooks,vi
Vietnamese Wikiquote,https://vi.wikiquote.org,viwikiquote,wikiquote,vi
Vietnamese Wikisource,https://vi.wikisource.org,viwikisource,wikisource,vi
Vietnamese Wikivoyage,https://vi.wikivoyage.org,viwikivoyage,wikivoyage,vi
West Flemish Wikipedia,https://vls.wikipedia.org,vlswiki,wiki,vls
Volapük Vükiped,https://vo.wikipedia.org,vowiki,wiki,vo
Volapük Vükivödabuk,https://vo.wiktionary.org,vowiktionary,wiktionary,vo
Volapük Vükibuks,https://vo.wikibooks.org,vowikibooks,wikibooks,vo
Volapük Wikiquote,https://vo.wikiquote.org,vowikiquote,wikiquote,vo
Walloon Wikipedia,https://wa.wikipedia.org,wawiki,wiki,wa
Walloon Wiccionaire,https://wa.wiktionary.org,wawiktionary,wiktionary,wa
Walloon Wikibooks,https://wa.wikibooks.org,wawikibooks,wikibooks,wa
Waray Wikipedia,https://war.wikipedia.org,warwiki,wiki,war
Wolof Wikipedia,https://wo.wikipedia.org,wowiki,wiki,wo
Wolof Wiktionary,https://wo.wiktionary.org,wowiktionary,wiktionary,wo
Wolof Wikiquote,https://wo.wikiquote.org,wowikiquote,wikiquote,wo
Wu Chinese 维基百科,https://wuu.wikipedia.org,wuuwiki,wiki,wuu
Kalmyk Wikipedia,https://xal.wikipedia.org,xalwiki,wiki,xal
Xhosa Wikipedia,https://xh.wikipedia.org,xhwiki,wiki,xh
Xhosa Wiktionary,https://xh.wiktionary.org,xhwiktionary,wiktionary,xh
Xhosa Wikibooks,https://xh.wikibooks.org,xhwikibooks,wikibooks,xh
Mingrelian ვიკიპედია,https://xmf.wikipedia.org,xmfwiki,wiki,xmf
Yiddish װיקיפּעדיע,https://yi.wikipedia.org,yiwiki,wiki,yi
Yiddish װיקיװערטערבוך,https://yi.wiktionary.org,yiwiktionary,wiktionary,yi
Yiddish װיקיביבליאָטעק,https://yi.wikisource.org,yiwikisource,wikisource,yi
Yoruba Wikipedia,https://yo.wikipedia.org,yowiki,wiki,yo
Yoruba Wiktionary,https://yo.wiktionary.org,yowiktionary,wiktionary,yo
Yoruba Wikibooks,https://yo.wikibooks.org,yowikibooks,wikibooks,yo
Cantonese 維基辭典,https://yue.wiktionary.org,yuewiktionary,wiktionary,yue
Zhuang Wikipedia,https://za.wikipedia.org,zawiki,wiki,za
Zhuang Wiktionary,https://za.wiktionary.org,zawiktionary,wiktionary,za
Zhuang Wikibooks,https://za.wikibooks.org,zawikibooks,wikibooks,za
Zhuang Wikiquote,https://za.wikiquote.org,zawikiquote,wikiquote,za
Zeelandic Wikipedia,https://zea.wikipedia.org,zeawiki,wiki,zea
Chinese Wikipedia,https://zh.wikipedia.org,zhwiki,wiki,zh
Chinese Wiktionary,https://zh.wiktionary.org,zhwiktionary,wiktionary,zh
Chinese Wikibooks,https://zh.wikibooks.org,zhwikibooks,wikibooks,zh
Chinese Wikinews,https://zh.wikinews.org,zhwikinews,wikinews,zh
Chinese Wikiquote,https://zh.wikiquote.org,zhwikiquote,wikiquote,zh
Chinese Wikisource,https://zh.wikisource.org,zhwikisource,wikisource,zh
Chinese 維基學院,https://zh.wikiversity.org,zhwikiversity,wikiversity,zh
Chinese 维基导游,https://zh.wikivoyage.org,zhwikivoyage,wikivoyage,zh
Classical Chinese 維基大典,https://zh-classical.wikipedia.org,zh_classicalwiki,wiki,lzh
Chinese (Min Nan) Wikipedia,https://zh-min-nan.wikipedia.org,zh_min_nanwiki,wiki,nan
Chinese (Min Nan) Wiktionary,https://zh-min-nan.wiktionary.org,zh_min_nanwiktionary,wiktionary,nan
Chinese (Min Nan) Wikibooks,https://zh-min-nan.wikibooks.org,zh_min_nanwikibooks,wikibooks,nan
Chinese (Min Nan) Wikiquote,https://zh-min-nan.wikiquote.org,zh_min_nanwikiquote,wikiquote,nan
Chinese (Min Nan) Wiki Tô·-su-kóan,https://zh-min-nan.wikisource.org,zh_min_nanwikisource,wikisource,nan
Cantonese 維基百科,https://zh-yue.wikipedia.org,zh_yuewiki,wiki,yue
Zulu Wikipedia,https://zu.wikipedia.org,zuwiki,wiki,zu
Zulu Wiktionary,https://zu.wiktionary.org,zuwiktionary,wiktionary,zu
Zulu Wikibooks,https://zu.wikibooks.org,zuwikibooks,wikibooks,zu
